Server IP,Port (5985),   '10.64.64.91,Closed,,,,,
10.64.64.91,Open,    10.64.64.92,Closed,,,,,
10.64.64.92,Open,    10.64.64.89,Closed,,,,,
10.64.64.89,Open,    10.64.64.93,Closed,,,,,
10.64.64.93,Open,    10.64.64.87,Closed,,,,,
10.64.64.87,Open,    10.64.64.113,Closed,,,,,
10.64.64.113,Open,    10.64.64.88,Closed,,,,,
10.64.64.88,Closed,    10.64.64.73,Closed,,,,,
10.64.64.73,Open,    10.64.64.72,Closed,,,,,
10.64.64.72,Open,    10.64.64.98,Closed,,,,,
10.64.64.98,Open,    10.64.64.99,Closed,,,,,
10.64.64.99,Open,    10.64.64.100,Closed,,,,,
10.64.64.100,Open,    10.64.64.74,Closed,,,,,
10.64.64.74,Open,    10.64.64.102,Closed,,,,,
10.64.64.102,Open,    10.64.64.119,Closed,,,,,
10.64.64.119,Open,    10.64.64.114,Closed,,,,,
10.64.64.114,Open,    10.64.64.121,Closed,,,,,
10.64.64.121,Open,    10.64.64.69,Closed,,,,,
10.64.64.69,Open,    10.64.64.67,Closed,,,,,
10.64.64.67,Open,    10.64.64.122,Closed,,,,,
10.64.64.122,Open,    10.64.64.94,Closed,,,,,
10.64.64.94,Open,    10.64.64.123,Closed,,,,,
10.64.64.123,Open,    10.64.64.95,Closed,,,,,
10.64.64.95,Open,    10.64.64.124,Closed,,,,,
10.64.64.124,Open,    10.64.64.96,Closed,,,,,
10.64.64.96,Open,    10.64.224.3,Closed,,,,,
10.64.224.3,Open,    10.64.224.2,Closed,,,,,
10.64.224.2,Open,    10.64.64.126,Closed,,,,,
10.64.64.126,Open,    10.64.64.101,Closed,,,,,
10.64.64.101,Open,    10.64.64.105,Closed,,,,,
10.64.64.105,Closed,    10.64.64.104,Closed,,,,,
10.64.64.104,Open,    10.64.64.75,Closed,,,,,
10.64.64.75,Open,    10.64.64.103,Closed,,,,,
10.64.64.103,Open,    10.64.64.76,Closed,,,,,
10.64.64.76,Open,    10.64.64.71,Closed,,,,,
10.64.64.71,Open,    10.64.64.97,Closed,,,,,
10.64.64.97,Open,    10.64.64.115,Closed,,,,,
10.64.64.115,Open,    10.64.64.68,Closed,,,,,
10.64.64.68,Open,    10.64.64.116,Closed,,,,,
10.64.64.116,Open,    10.107.224.120,Closed,,,,,
10.107.224.120,Open,    10.107.224.87,Closed,,,,,
10.107.224.87,Open,    10.105.64.132,Closed,,,,,
10.105.64.132,Open,    10.105.64.134,Closed,,,,,
10.105.64.134,Open,    10.105.64.160,Closed,,,,,
10.105.64.160,Open,    10.107.224.109,Closed,,,,,
10.107.224.109,Open,    10.105.64.161,Closed,,,,,
10.105.64.161,Open,    10.105.64.164,Closed,,,,,
10.105.64.164,Open,    10.105.64.165,Closed,,,,,
10.105.64.165,Open,    10.105.64.166,Closed,,,,,
10.105.64.166,Open,    10.105.64.167,Closed,,,,,
10.105.64.167,Open,    10.105.64.168,Closed,,,,,
10.105.64.168,Open,    10.105.64.169,Closed,,,,,
10.105.64.169,Open,    10.105.64.170,Closed,,,,,
10.105.64.170,Open,    10.105.64.171,Closed,,,,,
10.105.64.171,Open,    10.105.64.172,Closed,,,,,
10.105.64.172,Open,    10.105.64.173,Closed,,,,,
10.105.64.173,Open,    10.105.64.174,Closed,,,,,
10.105.64.174,Open,    10.105.64.175,Closed,,,,,
10.105.64.175,Open,    10.105.64.176,Closed,,,,,
10.105.64.176,Open,    10.105.64.177,Closed,,,,,
10.105.64.177,Closed,    10.105.64.178,Closed,,,,,
10.105.64.178,Open,    10.105.64.179,Closed,,,,,
10.105.64.179,Open,    10.105.64.180,Closed,,,,,
10.105.64.180,Open,    10.105.64.181,Closed,,,,,
10.105.64.181,Open,    10.105.64.182,Closed,,,,,
10.105.64.182,Open,    10.105.64.183,Closed,,,,,
10.105.64.183,Open,    10.105.64.184,Closed,,,,,
10.105.64.184,Open,    10.105.64.185,Closed,,,,,
10.105.64.185,Open,    10.105.64.186,Closed,,,,,
10.105.64.186,Open,    10.105.64.187,Closed,,,,,
10.105.64.187,Open,    10.105.64.188,Closed,,,,,
10.105.64.188,Open,    10.105.64.189,Closed,,,,,
10.105.64.189,Open,    10.113.240.81,Closed,,,,,
10.113.240.81,Open,    10.113.240.82,Closed,,,,,
10.113.240.82,Closed,    10.113.240.87,Closed,,,,,
10.113.240.87,Open,    10.113.240.83,Closed,,,,,
10.113.240.83,Open,    10.107.240.115,Closed,,,,,
10.107.240.115,Open,    10.107.240.114,Closed,,,,,
10.107.240.114,Open,    10.107.240.116,Closed,,,,,
10.107.240.116,Open,    10.107.240.89,Closed,,,,,
10.107.240.89,Open,    10.107.240.90,Closed,,,,,
10.107.240.90,Open,    10.107.240.126,Closed,,,,,
10.107.240.126,Open,    10.107.240.117,Closed,,,,,
10.107.240.117,Open,    10.107.240.118,Closed,,,,,
10.107.240.118,Open,    10.107.240.124,Closed,,,,,
10.107.240.124,Open,    10.108.26.10,Closed,,,,,
10.108.26.10,Open,    10.107.240.125,Closed,,,,,
10.107.240.125,Open,    10.107.240.122,Closed,,,,,
10.107.240.122,Open,    10.107.240.93,Closed,,,,,
10.107.240.93,Open,    10.107.240.70,Closed,,,,,
10.107.240.70,Open,    10.107.240.76,Closed,,,,,
10.107.240.76,Open,    10.107.240.66,Closed,,,,,
10.107.240.66,Open,    10.108.24.2,Closed,,,,,
10.108.24.2,Open,    10.107.240.77,Closed,,,,,
10.107.240.77,Open,    10.107.240.105,Closed,,,,,
10.107.240.105,Open,    10.107.250.120,Closed,,,,,
10.107.250.120,Closed,    10.107.240.108,Closed,,,,,
10.107.240.108,Open,    10.107.240.109,Closed,,,,,
10.107.240.109,Open,    10.107.240.110,Closed,,,,,
10.107.240.110,Open,    10.107.240.111,Closed,,,,,
10.107.240.111,Open,    10.107.240.107,Closed,,,,,
10.107.240.107,Open,    10.107.240.67,Closed,,,,,
10.107.240.67,Open,    10.107.240.104,Closed,,,,,
10.107.240.104,Open,    10.107.240.119,Closed,,,,,
10.107.240.119,Open,    10.107.240.78,Closed,,,,,
10.107.240.78,Open,    10.107.224.72,Closed,,,,,
10.107.224.72,Open,    10.107.224.69,Closed,,,,,
10.107.224.69,Closed,    10.107.224.108,Closed,,,,,
10.107.224.108,Open,    10.107.224.119,Closed,,,,,
10.107.224.119,Closed,    10.107.240.98,Closed,,,,,
10.107.240.98,Open,    10.107.240.99,Closed,,,,,
10.107.240.99,Open,    10.107.240.103,Closed,,,,,
10.107.240.103,Open,    10.107.224.80,Closed,,,,,
10.107.224.80,Open,    10.107.224.81,Closed,,,,,
10.107.224.81,Open,    10.107.224.86,Closed,,,,,
10.107.224.86,Open,    10.107.224.90,Closed,,,,,
10.107.224.90,Open,    10.107.224.67,Closed,,,,,
10.107.224.67,Open,    10.113.240.74,Closed,,,,,
10.113.240.74,Open,    10.113.240.75,Closed,,,,,
10.113.240.75,Open,    10.107.240.79,Closed,,,,,
10.107.240.79,Open,    10.69.192.79,Closed,,,,,
10.69.192.79,Open,    10.69.192.118,Closed,,,,,
10.69.192.118,Closed,    10.69.192.115,Closed,,,,,
10.69.192.115,Open,    10.69.192.109,Closed,,,,,
10.69.192.109,Open,    10.69.192.124,Closed,,,,,
10.69.192.124,Open,    10.69.192.91,Closed,,,,,
10.69.192.91,Open,    10.69.192.116,Closed,,,,,
10.69.192.116,Open,    10.69.192.113,Closed,,,,,
10.69.192.113,Open,    10.69.192.112,Closed,,,,,
10.69.192.112,Open,    10.69.192.90,Closed,,,,,
10.69.192.90,Open,    10.69.192.93,Closed,,,,,
10.69.192.93,Open,    10.69.192.94,Closed,,,,,
10.69.192.94,Open,    10.69.192.95,Closed,,,,,
10.69.192.95,Open,    10.69.192.67,Closed,,,,,
10.69.192.67,Open,    10.69.192.68,Closed,,,,,
10.69.192.68,Open,    10.69.192.69,Closed,,,,,
10.69.192.69,Open,    10.69.192.72,Closed,,,,,
10.69.192.72,Open,    10.69.192.76,Closed,,,,,
10.69.192.76,Open,    10.69.192.80,Closed,,,,,
10.69.192.80,Open,    10.69.192.81,Closed,,,,,
10.69.192.81,Open,    10.69.192.85,Closed,,,,,
10.69.192.85,Open,    10.69.192.86,Closed,,,,,
10.69.192.86,Open,    10.69.192.87,Closed,,,,,
10.69.192.87,Open,    10.69.192.88,Closed,,,,,
10.69.192.88,Open,    10.69.192.89,Closed,,,,,
10.69.192.89,Open,    10.69.192.82,Closed,,,,,
10.69.192.82,Open,    10.69.192.77,Closed,,,,,
10.69.192.77,Open,    10.69.192.110,Closed,,,,,
10.69.192.110,Open,    10.69.192.100,Closed,,,,,
10.69.192.100,Open,    10.69.192.96,Closed,,,,,
10.69.192.96,Open,    10.69.192.97,Closed,,,,,
10.69.192.97,Open,    10.69.192.98,Closed,,,,,
10.69.192.98,Open,    10.69.192.99,Closed,,,,,
10.69.192.99,Open,    10.69.192.66,Closed,,,,,
10.69.192.66,Open,    10.138.1.232,Closed,,,,,
10.138.1.232,Open,    192.168.8.252,Closed,,,,,
192.168.8.252,Closed,    10.138.1.88,Closed,,,,,
10.138.1.88,Open,    10.138.1.76,Closed,,,,,
10.138.1.76,Open,    10.138.1.19,Closed,,,,,
10.138.1.19,Closed,    10.138.1.114,Closed,,,,,
10.138.1.114,Open,    10.138.1.81,Closed,,,,,
10.138.1.81,Open,    10.138.1.90,Closed,,,,,
10.138.1.90,Open,    10.138.1.92,Closed,,,,,
10.138.1.92,Open,    10.138.1.51,Closed,,,,,
10.138.1.51,Open,    10.138.1.78,Closed,,,,,
10.138.1.78,Open,    10.138.1.153,Closed,,,,,
10.138.1.153,Open,    10.138.1.48,Closed,,,,,
10.138.1.48,Closed,    10.138.1.79,Closed,,,,,
10.138.1.79,Open,    10.138.1.10,Closed,,,,,
10.138.1.10,Open,    10.138.1.18,Closed,,,,,
10.138.1.18,Open,    10.138.1.127,Closed,,,,,
10.138.1.127,Open,    10.138.1.127,Closed,,,,,
10.138.1.127,Open,    10.138.1.128,Closed,,,,,
10.138.1.128,Open,    10.138.1.128,Closed,,,,,
10.138.1.128,Open,    10.138.1.129,Closed,,,,,
10.138.1.129,Open,    10.138.1.129,Closed,,,,,
10.138.1.129,Open,    10.138.1.82,Closed,,,,,
10.138.1.82,Open,    10.138.1.101,Closed,,,,,
10.138.1.101,Open,    10.138.1.80,Closed,,,,,
10.138.1.80,Open,    169.254.231.3,Closed,,,,,
169.254.231.3,Closed,    192.168.64.195,Closed,,,,,
192.168.64.195,Closed,    192.168.64.196,Closed,,,,,
192.168.64.196,Closed,    10.138.1.110,Closed,,,,,
10.138.1.110,Open,    10.138.1.20,Closed,,,,,
10.138.1.20,Open,    10.138.1.22,Closed,,,,,
10.138.1.22,Open,    10.138.1.122,Closed,,,,,
10.138.1.122,Open,    10.138.1.107,Closed,,,,,
10.138.1.107,Open,    10.138.1.184,Closed,,,,,
10.138.1.184,Open,    10.138.1.13,Closed,,,,,
10.138.1.13,Closed,    10.138.1.147,Closed,,,,,
10.138.1.147,Open,    10.138.1.154,Closed,,,,,
10.138.1.154,Open,    10.138.1.155,Closed,,,,,
10.138.1.155,Open,    10.138.1.98,Closed,,,,,
10.138.1.98,Closed,    10.138.1.93,Closed,,,,,
10.138.1.93,Open,    192.168.30.2,Closed,,,,,
192.168.30.2,Closed,    10.138.1.185,Closed,,,,,
10.138.1.185,Open,    10.138.1.186,Closed,,,,,
10.138.1.186,Open,    10.138.1.187,Closed,,,,,
10.138.1.187,Open,    10.138.1.188,Closed,,,,,
10.138.1.188,Open,    10.138.0.120,Closed,,,,,
10.138.0.120,Closed,    192.168.52.250,Closed,,,,,
192.168.52.250,Closed,    10.138.1.124,Closed,,,,,
10.138.1.124,Open,    10.138.1.125,Closed,,,,,
10.138.1.125,Open,    10.138.1.111,Closed,,,,,
10.138.1.111,Open,    10.138.1.138,Closed,,,,,
10.138.1.138,Open,    10.138.1.156,Closed,,,,,
10.138.1.156,Open,    10.138.1.149,Closed,,,,,
10.138.1.149,Open,    10.138.1.159,Closed,,,,,
10.138.1.159,Open,    10.138.1.163,Closed,,,,,
10.138.1.163,Open,    10.138.1.106,Closed,,,,,
10.138.1.106,Open,    10.138.101.30,Closed,,,,,
10.138.101.30,Closed,    10.138.1.143,Closed,,,,,
10.138.1.143,Open,    10.138.107.100,Closed,,,,,
10.138.107.100,Closed,    10.138.1.145,Closed,,,,,
10.138.1.145,Open,    10.138.1.166,Closed,,,,,
10.138.1.166,Open,    10.138.1.218,Closed,,,,,
10.138.1.218,Open,    10.138.0.122,Closed,,,,,
10.138.0.122,Closed,    10.138.107.104,Closed,,,,,
10.138.107.104,Closed,    10.138.93.184,Closed,,,,,
10.138.93.184,Closed,    10.138.93.181,Closed,,,,,
10.138.93.181,Closed,    10.138.93.182,Closed,,,,,
10.138.93.182,Closed,    10.138.1.197,Closed,,,,,
10.138.1.197,Open,    10.138.1.198,Closed,,,,,
10.138.1.198,Open,    10.138.1.199,Closed,,,,,
10.138.1.199,Open,    10.138.1.200,Closed,,,,,
10.138.1.200,Open,    10.138.1.201,Closed,,,,,
10.138.1.201,Open,    10.138.1.203,Closed,,,,,
10.138.1.203,Open,    10.138.1.123,Closed,,,,,
10.138.1.123,Open,    10.138.1.167,Closed,,,,,
10.138.1.167,Open,    10.138.1.168,Closed,,,,,
10.138.1.168,Open,    10.138.1.169,Closed,,,,,
10.138.1.169,Open,    10.138.1.170,Closed,,,,,
10.138.1.170,Open,    10.138.1.171,Closed,,,,,
10.138.1.171,Open,    10.138.1.172,Closed,,,,,
10.138.1.172,Open,    10.138.1.237,Closed,,,,,
10.138.1.237,Open,    10.138.1.11,Closed,,,,,
10.138.1.11,Open,    10.138.107.105,Closed,,,,,
10.138.107.105,Closed,    10.138.1.173,Closed,,,,,
10.138.1.173,Open,    10.138.1.174,Closed,,,,,
10.138.1.174,Open,    10.138.1.177,Closed,,,,,
10.138.1.177,Open,    10.138.1.180,Closed,,,,,
10.138.1.180,Open,    192.168.20.111,Closed,,,,,
192.168.20.111,Closed,    10.138.1.195,Closed,,,,,
10.138.1.195,Open,    10.138.1.196,Closed,,,,,
10.138.1.196,Open,    10.138.1.102,Closed,,,,,
10.138.1.102,Open,    10.138.1.6,Closed,,,,,
10.138.1.6,Open,    10.138.1.12,Closed,,,,,
10.138.1.12,Open,    10.138.1.26,Closed,,,,,
10.138.1.26,Open,    10.138.1.245,Closed,,,,,
10.138.1.245,Open,    10.138.1.239,Closed,,,,,
10.138.1.239,Open,    10.138.1.241,Closed,,,,,
10.138.1.241,Open,    10.138.1.242,Closed,,,,,
10.138.1.242,Open,    10.138.1.63,Closed,,,,,
10.138.1.63,Open,    10.138.1.244,Closed,,,,,
10.138.1.244,Open,    172.17.6.43,Closed,,,,,
172.17.6.43,Closed,    172.17.6.44,Closed,,,,,
172.17.6.44,Closed,    172.17.6.45,Closed,,,,,
172.17.6.45,Closed,    172.17.6.46,Closed,,,,,
172.17.6.46,Closed,    172.17.6.47,Closed,,,,,
172.17.6.47,Closed,    172.17.6.48,Closed,,,,,
172.17.6.48,Closed,    192.168.0.12,Closed,,,,,
192.168.0.12,Closed,    10.143.160.126,Closed,,,,,
10.143.160.126,Open,    10.143.160.125,Closed,,,,,
10.143.160.125,Open,    10.143.160.113,Closed,,,,,
10.143.160.113,Open,    192.168.9.1,Closed,,,,,
192.168.9.1,Closed,    192.168.8.2,Closed,,,,,
192.168.8.2,Closed,    10.143.160.107,Closed,,,,,
10.143.160.107,Open,    10.143.160.123,Closed,,,,,
10.143.160.123,Open,    10.143.160.77,Closed,,,,,
10.143.160.77,Open,    10.143.160.115,Closed,,,,,
10.143.160.115,Open,    192.168.12.1,Closed,,,,,
192.168.12.1,Closed,    10.143.160.75,Closed,,,,,
10.143.160.75,Open,    10.143.160.75,Closed,,,,,
10.143.160.75,Open,    192.168.7.1,Closed,,,,,
192.168.7.1,Closed,    192.168.7.1,Closed,,,,,
192.168.7.1,Closed,    10.143.160.118,Closed,,,,,
10.143.160.118,Open,    192.168.2.1,Closed,,,,,
192.168.2.1,Closed,    192.168.2.1,Closed,,,,,
192.168.2.1,Closed,    10.143.160.92,Closed,,,,,
10.143.160.92,Open,    10.143.160.92,Closed,,,,,
10.143.160.92,Open,    192.168.11.129,Closed,,,,,
192.168.11.129,Closed,    192.168.11.129,Closed,,,,,
192.168.11.129,Closed,    192.168.0.1,Closed,,,,,
192.168.0.1,Closed,    192.168.0.1,Closed,,,,,
192.168.0.1,Closed,    10.146.128.100,Closed,,,,,
10.146.128.100,Open,    10.146.128.71,Closed,,,,,
10.146.128.71,Open,    10.146.128.101,Closed,,,,,
10.146.128.101,Open,    10.146.128.102,Closed,,,,,
10.146.128.102,Open,    10.146.128.72,Closed,,,,,
10.146.128.72,Open,    10.146.128.106,Closed,,,,,
10.146.128.106,Open,    10.143.48.112,Closed,,,,,
10.143.48.112,Open,    10.143.48.98,Closed,,,,,
10.143.48.98,Open,    10.143.48.114,Closed,,,,,
10.143.48.114,Open,    10.143.48.113,Closed,,,,,
10.143.48.113,Open,    10.143.48.101,Closed,,,,,
10.143.48.101,Open,    10.143.48.124,Closed,,,,,
10.143.48.124,Open,    10.143.90.10,Closed,,,,,
10.143.90.10,Open,    10.143.48.102,Closed,,,,,
10.143.48.102,Open,    10.143.48.90,Closed,,,,,
10.143.48.90,Open,    10.143.48.71,Closed,,,,,
10.143.48.71,Open,    10.142.48.101,Closed,,,,,
10.142.48.101,Open,    10.142.48.81,Closed,,,,,
10.142.48.81,Open,    10.142.90.10,Closed,,,,,
10.142.90.10,Open,    10.142.48.104,Closed,,,,,
10.142.48.104,Open,    192.168.178.200,Closed,,,,,
192.168.178.200,Closed,    10.142.48.107,Closed,,,,,
10.142.48.107,Open,    10.142.48.110,Closed,,,,,
10.142.48.110,Open,    10.142.48.111,Closed,,,,,
10.142.48.111,Open,    10.142.48.68,Closed,,,,,
10.142.48.68,Open,    10.143.32.89,Closed,,,,,
10.143.32.89,Open,    10.143.32.121,Closed,,,,,
10.143.32.121,Open,    10.143.32.104,Closed,,,,,
10.143.32.104,Open,    10.143.32.117,Closed,,,,,
10.143.32.117,Open,    10.143.44.62,Closed,,,,,
10.143.44.62,Closed,    10.143.32.79,Closed,,,,,
10.143.32.79,Open,    10.143.32.83,Closed,,,,,
10.143.32.83,Open,    10.138.1.231,Closed,,,,,
10.138.1.231,Open,    10.138.1.87,Closed,,,,,
10.138.1.87,Open,    10.145.64.75,Closed,,,,,
10.145.64.75,Open,    10.145.64.113,Closed,,,,,
10.145.64.113,Closed,    10.145.64.115,Closed,,,,,
10.145.64.115,Open,    10.145.64.114,Closed,,,,,
10.145.64.114,Open,    192.168.0.250,Closed,,,,,
192.168.0.250,Closed,    192.168.0.251,Closed,,,,,
192.168.0.251,Closed,    10.145.64.120,Closed,,,,,
10.145.64.120,Open,    192.168.0.253,Closed,,,,,
192.168.0.253,Closed,    10.145.77.10,Closed,,,,,
10.145.77.10,Open,    10.145.64.107,Closed,,,,,
10.145.64.107,Open,    10.145.64.108,Closed,,,,,
10.145.64.108,Open,    10.145.64.109,Closed,,,,,
10.145.64.109,Open,    10.145.64.110,Closed,,,,,
10.145.64.110,Open,    10.138.1.230,Closed,,,,,
10.138.1.230,Open,    10.160.176.78,Closed,,,,,
10.160.176.78,Open,    10.160.176.82,Closed,,,,,
10.160.176.82,Open,    10.160.176.98,Closed,,,,,
10.160.176.98,Open,    10.160.176.99,Closed,,,,,
10.160.176.99,Open,    10.160.176.110,Closed,,,,,
10.160.176.110,Open,    10.160.176.112,Closed,,,,,
10.160.176.112,Closed,    10.160.176.75,Closed,,,,,
10.160.176.75,Open,    10.160.160.104,Closed,,,,,
10.160.160.104,Open,    10.160.160.97,Closed,,,,,
10.160.160.97,Open,    10.160.160.108,Closed,,,,,
10.160.160.108,Open,    10.160.160.109,Closed,,,,,
10.160.160.109,Open,    10.160.160.91,Closed,,,,,
10.160.160.91,Closed,    10.160.240.100,Closed,,,,,
10.160.240.100,Open,    10.160.240.116,Closed,,,,,
10.160.240.116,Open,    10.160.240.117,Closed,,,,,
10.160.240.117,Open,    10.160.240.110,Closed,,,,,
10.160.240.110,Open,    10.160.240.111,Closed,,,,,
10.160.240.111,Closed,    10.160.240.118,Closed,,,,,
10.160.240.118,Open,    10.138.1.97,Closed,,,,,
10.138.1.97,Open,    10.23.144.114,Closed,,,,,
10.23.144.114,Open,    10.138.1.85,Closed,,,,,
10.138.1.85,Open,    10.138.1.9,Closed,,,,,
10.138.1.9,Open,    10.138.1.33,Closed,,,,,
10.138.1.33,Open,    10.138.1.39,Closed,,,,,
10.138.1.39,Open,    10.138.1.41,Closed,,,,,
10.138.1.41,Open,    10.138.1.44,Closed,,,,,
10.138.1.44,Open,    10.138.1.49,Closed,,,,,
10.138.1.49,Closed,    10.138.1.17,Closed,,,,,
10.138.1.17,Open,    10.138.1.29,Closed,,,,,
10.138.1.29,Open,    10.138.1.28,Closed,,,,,
10.138.1.28,Open,    10.138.1.50,Closed,,,,,
10.138.1.50,Open,    10.138.1.30,Closed,,,,,
10.138.1.30,Open,    10.138.1.54,Closed,,,,,
10.138.1.54,Open,    10.138.1.56,Closed,,,,,
10.138.1.56,Open,    10.138.107.106,Closed,,,,,
10.138.107.106,Closed,    172.31.0.2,Closed,,,,,
172.31.0.2,Closed,    191.168.1.111,Closed,,,,,
191.168.1.111,Closed,    10.138.1.84,Closed,,,,,
10.138.1.84,Open,    10.138.1.67,Closed,,,,,
10.138.1.67,Open,    10.138.1.206,Closed,,,,,
10.138.1.206,Open,    10.138.1.207,Closed,,,,,
10.138.1.207,Open,    10.138.1.95,Closed,,,,,
10.138.1.95,Open,    10.138.1.96,Closed,,,,,
10.138.1.96,Open,    10.138.1.69,Closed,,,,,
10.138.1.69,Open,    10.138.1.70,Closed,,,,,
10.138.1.70,Open,    10.138.1.72,Closed,,,,,
10.138.1.72,Open,    10.138.1.68,Closed,,,,,
10.138.1.68,Open,    10.138.1.73,Closed,,,,,
10.138.1.73,Open,    10.138.1.210,Closed,,,,,
10.138.1.210,Open,    10.138.244.18,Closed,,,,,
10.138.244.18,Open,    10.138.1.131,Closed,,,,,
10.138.1.131,Open,    10.138.1.132,Closed,,,,,
10.138.1.132,Open,    10.138.1.133,Closed,,,,,
10.138.1.133,Open,    10.138.1.21,Closed,,,,,
10.138.1.21,Open,    10.138.1.135,Closed,,,,,
10.138.1.135,Open,    10.138.1.211,Closed,,,,,
10.138.1.211,Open,    10.138.1.146,Closed,,,,,
